"","Date","country","searches"
"1482","2005-10-30","Bolivia",0.03
"1483","2005-10-30","Brazil",0.041
"1484","2005-10-30","India",0.276
"1485","2005-10-30","Indonesia",0.154
"1486","2005-10-30","Mexico",0.155
"1487","2005-10-30","Philippines",0.117
"1488","2005-10-30","Singapore",0.324
"1489","2005-10-30","Thailand",NA
"1490","2005-10-30","Venezuela",0.246
"1491","2005-11-06","Argentina",0.034
"1492","2005-11-06","Bolivia",0.024
"1493","2005-11-06","Brazil",0.046
"1494","2005-11-06","India",0.251
"1495","2005-11-06","Indonesia",0.144
"1496","2005-11-06","Mexico",0.147
"1497","2005-11-06","Philippines",0.106
"1498","2005-11-06","Singapore",0.246
"1499","2005-11-06","Thailand",NA
"1500","2005-11-06","Venezuela",0.244
"1501","2005-11-13","Argentina",0.029
"1502","2005-11-13","Bolivia",0.049
"1503","2005-11-13","Brazil",0.067
"1504","2005-11-13","India",0.232
"1505","2005-11-13","Indonesia",0.214
"1506","2005-11-13","Mexico",0.115
"1507","2005-11-13","Philippines",0.09
"1508","2005-11-13","Singapore",0.203
"1509","2005-11-13","Thailand",NA
"1510","2005-11-13","Venezuela",0.206
"1511","2005-11-20","Argentina",0.022
"1512","2005-11-20","Bolivia",0.061
"1513","2005-11-20","Brazil",0.069
"1514","2005-11-20","India",0.198
"1515","2005-11-20","Indonesia",0.207
"1516","2005-11-20","Mexico",0.105
"1517","2005-11-20","Philippines",0.094
"1518","2005-11-20","Singapore",0.164
"1519","2005-11-20","Thailand",NA
"1520","2005-11-20","Venezuela",0.275
"1521","2005-11-27","Argentina",0.019
"1522","2005-11-27","Bolivia",0.052
"1523","2005-11-27","Brazil",0.032
"1524","2005-11-27","India",0.15
"1525","2005-11-27","Indonesia",0.288
"1526","2005-11-27","Mexico",0.091
"1527","2005-11-27","Philippines",0.081
"1528","2005-11-27","Singapore",0.156
"1529","2005-11-27","Thailand",NA
"1530","2005-11-27","Venezuela",0.211
"1531","2005-12-04","Argentina",0.017
"1532","2005-12-04","Bolivia",0.025
"1533","2005-12-04","Brazil",0.037
"1534","2005-12-04","India",0.123
"1535","2005-12-04","Indonesia",0.307
"1536","2005-12-04","Mexico",0.067
"1537","2005-12-04","Philippines",0.08
"1538","2005-12-04","Singapore",0.156
"1539","2005-12-04","Thailand",NA
"1540","2005-12-04","Venezuela",0.177
"1541","2005-12-11","Argentina",0.014
"1542","2005-12-11","Bolivia",0.015
"1543","2005-12-11","Brazil",0.027
"1544","2005-12-11","India",0.098
"1545","2005-12-11","Indonesia",0.377
"1546","2005-12-11","Mexico",0.05
"1547","2005-12-11","Philippines",0.082
"1548","2005-12-11","Singapore",0.146
"1549","2005-12-11","Thailand",NA
"1550","2005-12-11","Venezuela",0.187
"1551","2005-12-18","Argentina",0.012
"1552","2005-12-18","Bolivia",0.017
"1553","2005-12-18","Brazil",0.043
"1554","2005-12-18","India",0.054
"1555","2005-12-18","Indonesia",0.452
"1556","2005-12-18","Mexico",0.044
"1557","2005-12-18","Philippines",0.08
"1558","2005-12-18","Singapore",0.142
"1559","2005-12-18","Thailand",NA
"1560","2005-12-18","Venezuela",0.18
"1561","2005-12-25","Argentina",0.012
"1562","2005-12-25","Bolivia",0.013
"1563","2005-12-25","Brazil",0.046
"1564","2005-12-25","India",0.049
"1565","2005-12-25","Indonesia",0.43
"1566","2005-12-25","Mexico",0.054
"1567","2005-12-25","Philippines",0.095
"1568","2005-12-25","Singapore",0.138
"1569","2005-12-25","Thailand",NA
"1570","2005-12-25","Venezuela",0.18
"1571","2006-01-01","Argentina",0.01
"1572","2006-01-01","Bolivia",0.013
"1573","2006-01-01","Brazil",0.067
"1574","2006-01-01","India",0.074
"1575","2006-01-01","Indonesia",0.386
"1576","2006-01-01","Mexico",0.033
"1577","2006-01-01","Philippines",0.096
"1578","2006-01-01","Singapore",0.14
"1579","2006-01-01","Thailand",NA
"1580","2006-01-01","Venezuela",0.204
"1581","2006-01-08","Argentina",0.01
"1582","2006-01-08","Bolivia",0.01
"1583","2006-01-08","Brazil",0.055
"1584","2006-01-08","India",0.046
"1585","2006-01-08","Indonesia",0.293
"1586","2006-01-08","Mexico",0.046
"1587","2006-01-08","Philippines",0.095
"1588","2006-01-08","Singapore",0.144
"1589","2006-01-08","Thailand",NA
"1590","2006-01-08","Venezuela",0.207
"1591","2006-01-15","Argentina",0.01
"1592","2006-01-15","Bolivia",0.017
"1593","2006-01-15","Brazil",0.088
"1594","2006-01-15","India",0.047
"1595","2006-01-15","Indonesia",0.248
"1596","2006-01-15","Mexico",0.044
"1597","2006-01-15","Philippines",0.094
"1598","2006-01-15","Singapore",0.135
"1599","2006-01-15","Thailand",NA
"1600","2006-01-15","Venezuela",0.201
"1601","2006-01-22","Argentina",0.01
"1602","2006-01-22","Bolivia",0.011
"1603","2006-01-22","Brazil",0.127
"1604","2006-01-22","India",0.033
"1605","2006-01-22","Indonesia",0.259
"1606","2006-01-22","Mexico",0.042
"1607","2006-01-22","Philippines",0.095
"1608","2006-01-22","Singapore",0.132
"1609","2006-01-22","Thailand",NA
"1610","2006-01-22","Venezuela",0.2
"1611","2006-01-29","Argentina",0.01
"1612","2006-01-29","Bolivia",0.009
"1613","2006-01-29","Brazil",0.133
"1614","2006-01-29","India",0.037
"1615","2006-01-29","Indonesia",0.273
"1616","2006-01-29","Mexico",0.035
"1617","2006-01-29","Philippines",0.084
"1618","2006-01-29","Singapore",0.134
"1619","2006-01-29","Thailand",NA
"1620","2006-01-29","Venezuela",0.194
"1621","2006-02-05","Argentina",0.012
"1622","2006-02-05","Bolivia",0.009
"1623","2006-02-05","Brazil",0.145
"1624","2006-02-05","India",0.029
"1625","2006-02-05","Indonesia",0.221
"1626","2006-02-05","Mexico",0.031
"1627","2006-02-05","Philippines",0.093
"1628","2006-02-05","Singapore",0.123
"1629","2006-02-05","Thailand",NA
"1630","2006-02-05","Venezuela",0.215
"1631","2006-02-12","Argentina",0.012
"1632","2006-02-12","Bolivia",0.02
"1633","2006-02-12","Brazil",0.137
"1634","2006-02-12","India",0.035
"1635","2006-02-12","Indonesia",0.201
"1636","2006-02-12","Mexico",0.036
"1637","2006-02-12","Philippines",0.082
"1638","2006-02-12","Singapore",0.127
"1639","2006-02-12","Thailand",NA
"1640","2006-02-12","Venezuela",0.217
"1641","2006-02-19","Argentina",0.017
"1642","2006-02-19","Bolivia",0.016
"1643","2006-02-19","Brazil",0.136
"1644","2006-02-19","India",0.027
"1645","2006-02-19","Indonesia",0.244
"1646","2006-02-19","Mexico",0.036
"1647","2006-02-19","Philippines",0.084
"1648","2006-02-19","Singapore",0.135
"1649","2006-02-19","Thailand",NA
"1650","2006-02-19","Venezuela",0.199
"1651","2006-02-26","Argentina",0.019
"1652","2006-02-26","Bolivia",0.014
"1653","2006-02-26","Brazil",0.162
"1654","2006-02-26","India",0.029
"1655","2006-02-26","Indonesia",0.235
"1656","2006-02-26","Mexico",0.065
"1657","2006-02-26","Philippines",0.078
"1658","2006-02-26","Singapore",0.132
"1659","2006-02-26","Thailand",NA
"1660","2006-02-26","Venezuela",0.183
"1661","2006-03-05","Argentina",0.024
"1662","2006-03-05","Bolivia",0.012
"1663","2006-03-05","Brazil",0.156
"1664","2006-03-05","India",0.027
"1665","2006-03-05","Indonesia",0.236
"1666","2006-03-05","Mexico",0.049
"1667","2006-03-05","Philippines",0.07
"1668","2006-03-05","Singapore",0.129
"1669","2006-03-05","Thailand",NA
"1670","2006-03-05","Venezuela",0.189
"1671","2006-03-12","Argentina",0.029
"1672","2006-03-12","Bolivia",0.016
"1673","2006-03-12","Brazil",0.167
"1674","2006-03-12","India",0.037
"1675","2006-03-12","Indonesia",0.203
"1676","2006-03-12","Mexico",0.049
"1677","2006-03-12","Philippines",0.071
"1678","2006-03-12","Singapore",0.12
"1679","2006-03-12","Thailand",NA
"1680","2006-03-12","Venezuela",0.167
"1681","2006-03-19","Argentina",0.022
"1682","2006-03-19","Bolivia",0.015
"1683","2006-03-19","Brazil",0.175
"1684","2006-03-19","India",0.034
"1685","2006-03-19","Indonesia",0.247
"1686","2006-03-19","Mexico",0.051
"1687","2006-03-19","Philippines",0.067
"1688","2006-03-19","Singapore",0.122
"1689","2006-03-19","Thailand",NA
"1690","2006-03-19","Venezuela",0.204
"1691","2006-03-26","Argentina",0.024
"1692","2006-03-26","Bolivia",0.029
"1693","2006-03-26","Brazil",0.161
"1694","2006-03-26","India",0.021
"1695","2006-03-26","Indonesia",0.274
"1696","2006-03-26","Mexico",0.071
"1697","2006-03-26","Philippines",0.066
"1698","2006-03-26","Singapore",0.121
"1699","2006-03-26","Thailand",NA
"1700","2006-03-26","Venezuela",0.205
"1701","2006-04-02","Argentina",0.034
"1702","2006-04-02","Bolivia",0.021
"1703","2006-04-02","Brazil",0.155
"1704","2006-04-02","India",0.029
"1705","2006-04-02","Indonesia",0.231
"1706","2006-04-02","Mexico",0.077
"1707","2006-04-02","Philippines",0.065
"1708","2006-04-02","Singapore",0.123
"1709","2006-04-02","Thailand",NA
"1710","2006-04-02","Venezuela",0.168
"1711","2006-04-09","Argentina",0.048
"1712","2006-04-09","Bolivia",0.045
"1713","2006-04-09","Brazil",0.187
"1714","2006-04-09","India",0.024
"1715","2006-04-09","Indonesia",0.207
"1716","2006-04-09","Mexico",0.057
"1717","2006-04-09","Philippines",0.058
"1718","2006-04-09","Singapore",0.115
"1719","2006-04-09","Thailand",NA
"1720","2006-04-09","Venezuela",0.229
"1721","2006-04-16","Argentina",0.041
"1722","2006-04-16","Bolivia",0.054
"1723","2006-04-16","Brazil",0.197
"1724","2006-04-16","India",0.022
"1725","2006-04-16","Indonesia",0.257
"1726","2006-04-16","Mexico",0.074
"1727","2006-04-16","Philippines",0.061
"1728","2006-04-16","Singapore",0.111
"1729","2006-04-16","Thailand",NA
"1730","2006-04-16","Venezuela",0.172
"1731","2006-04-23","Argentina",0.034
"1732","2006-04-23","Bolivia",0.069
"1733","2006-04-23","Brazil",0.217
"1734","2006-04-23","India",0.033
"1735","2006-04-23","Indonesia",0.266
"1736","2006-04-23","Mexico",0.068
"1737","2006-04-23","Philippines",0.061
"1738","2006-04-23","Singapore",0.117
"1739","2006-04-23","Thailand",NA
"1740","2006-04-23","Venezuela",0.145
"1741","2006-04-30","Argentina",0.029
"1742","2006-04-30","Bolivia",0.039
"1743","2006-04-30","Brazil",0.211
"1744","2006-04-30","India",0.02
"1745","2006-04-30","Indonesia",0.245
"1746","2006-04-30","Mexico",0.047
"1747","2006-04-30","Philippines",0.059
"1748","2006-04-30","Singapore",0.131
"1749","2006-04-30","Thailand",NA
"1750","2006-04-30","Venezuela",0.148
"1751","2006-05-07","Argentina",0.027
"1752","2006-05-07","Bolivia",0.051
"1753","2006-05-07","Brazil",0.158
"1754","2006-05-07","India",0.017
"1755","2006-05-07","Indonesia",0.201
"1756","2006-05-07","Mexico",0.049
"1757","2006-05-07","Philippines",0.053
"1758","2006-05-07","Singapore",0.118
"1759","2006-05-07","Thailand",NA
"1760","2006-05-07","Venezuela",0.172
"1761","2006-05-14","Argentina",0.024
"1762","2006-05-14","Bolivia",0.041
"1763","2006-05-14","Brazil",0.119
"1764","2006-05-14","India",0.028
"1765","2006-05-14","Indonesia",0.21
"1766","2006-05-14","Mexico",0.064
"1767","2006-05-14","Philippines",0.055
"1768","2006-05-14","Singapore",0.122
"1769","2006-05-14","Thailand",NA
"1770","2006-05-14","Venezuela",0.169
"1771","2006-05-21","Argentina",0.024
"1772","2006-05-21","Bolivia",0.041
"1773","2006-05-21","Brazil",0.118
"1774","2006-05-21","India",0.025
"1775","2006-05-21","Indonesia",0.22
"1776","2006-05-21","Mexico",0.063
"1777","2006-05-21","Philippines",0.056
"1778","2006-05-21","Singapore",0.151
"1779","2006-05-21","Thailand",NA
"1780","2006-05-21","Venezuela",0.176
"1781","2006-05-28","Argentina",0.022
"1782","2006-05-28","Bolivia",0.027
"1783","2006-05-28","Brazil",0.132
"1784","2006-05-28","India",0.018
"1785","2006-05-28","Indonesia",0.176
"1786","2006-05-28","Mexico",0.067
"1787","2006-05-28","Philippines",0.062
"1788","2006-05-28","Singapore",0.131
"1789","2006-05-28","Thailand",NA
"1790","2006-05-28","Venezuela",0.193
"1791","2006-06-04","Argentina",0.027
"1792","2006-06-04","Bolivia",0.022
"1793","2006-06-04","Brazil",0.09
"1794","2006-06-04","India",0.032
"1795","2006-06-04","Indonesia",0.173
"1796","2006-06-04","Mexico",0.071
"1797","2006-06-04","Philippines",0.06
"1798","2006-06-04","Singapore",0.118
"1799","2006-06-04","Thailand",NA
"1800","2006-06-04","Venezuela",0.193
"1801","2006-06-11","Argentina",0.024
"1802","2006-06-11","Bolivia",0.024
"1803","2006-06-11","Brazil",0.063
"1804","2006-06-11","India",0.036
"1805","2006-06-11","Indonesia",0.167
"1806","2006-06-11","Mexico",0.086
"1807","2006-06-11","Philippines",0.057
"1808","2006-06-11","Singapore",0.135
"1809","2006-06-11","Thailand",NA
"1810","2006-06-11","Venezuela",0.204
"1811","2006-06-18","Argentina",0.022
"1812","2006-06-18","Bolivia",0.02
"1813","2006-06-18","Brazil",0.083
"1814","2006-06-18","India",0.045
"1815","2006-06-18","Indonesia",0.181
"1816","2006-06-18","Mexico",0.074
"1817","2006-06-18","Philippines",0.066
"1818","2006-06-18","Singapore",0.153
"1819","2006-06-18","Thailand",NA
"1820","2006-06-18","Venezuela",0.207
"1821","2006-06-25","Argentina",0.024
"1822","2006-06-25","Bolivia",0.028
"1823","2006-06-25","Brazil",0.066
"1824","2006-06-25","India",0.051
"1825","2006-06-25","Indonesia",0.225
"1826","2006-06-25","Mexico",0.077
"1827","2006-06-25","Philippines",0.066
"1828","2006-06-25","Singapore",0.172
"1829","2006-06-25","Thailand",NA
"1830","2006-06-25","Venezuela",0.201
"1831","2006-07-02","Argentina",0.019
"1832","2006-07-02","Bolivia",0.024
"1833","2006-07-02","Brazil",0.045
"1834","2006-07-02","India",0.063
"1835","2006-07-02","Indonesia",0.18
"1836","2006-07-02","Mexico",0.06
"1837","2006-07-02","Philippines",0.081
"1838","2006-07-02","Singapore",0.173
"1839","2006-07-02","Thailand",NA
"1840","2006-07-02","Venezuela",0.173
"1841","2006-07-09","Argentina",0.014
"1842","2006-07-09","Bolivia",0.023
"1843","2006-07-09","Brazil",0.044
"1844","2006-07-09","India",0.053
"1845","2006-07-09","Indonesia",0.153
"1846","2006-07-09","Mexico",0.084
"1847","2006-07-09","Philippines",0.123
"1848","2006-07-09","Singapore",0.144
"1849","2006-07-09","Thailand",NA
"1850","2006-07-09","Venezuela",0.171
"1851","2006-07-16","Argentina",0.014
"1852","2006-07-16","Bolivia",0.015
"1853","2006-07-16","Brazil",0.045
"1854","2006-07-16","India",0.057
"1855","2006-07-16","Indonesia",0.148
"1856","2006-07-16","Mexico",0.106
"1857","2006-07-16","Philippines",0.131
"1858","2006-07-16","Singapore",0.126
"1859","2006-07-16","Thailand",NA
"1860","2006-07-16","Venezuela",0.161
"1861","2006-07-23","Argentina",0.012
"1862","2006-07-23","Bolivia",0.011
"1863","2006-07-23","Brazil",0.046
"1864","2006-07-23","India",0.063
"1865","2006-07-23","Indonesia",0.185
"1866","2006-07-23","Mexico",0.099
"1867","2006-07-23","Philippines",0.149
"1868","2006-07-23","Singapore",0.134
"1869","2006-07-23","Thailand",NA
"1870","2006-07-23","Venezuela",0.147
"1871","2006-07-30","Argentina",0.01
"1872","2006-07-30","Bolivia",0.005
"1873","2006-07-30","Brazil",0.023
"1874","2006-07-30","India",0.068
"1875","2006-07-30","Indonesia",0.23
"1876","2006-07-30","Mexico",0.106
"1877","2006-07-30","Philippines",0.16
"1878","2006-07-30","Singapore",0.113
"1879","2006-07-30","Thailand",NA
"1880","2006-07-30","Venezuela",0.149
"1881","2006-08-06","Argentina",0.012
"1882","2006-08-06","Bolivia",0.006
"1883","2006-08-06","Brazil",0.039
"1884","2006-08-06","India",0.057
"1885","2006-08-06","Indonesia",0.172
"1886","2006-08-06","Mexico",0.103
"1887","2006-08-06","Philippines",0.149
"1888","2006-08-06","Singapore",0.119
"1889","2006-08-06","Thailand",NA
"1890","2006-08-06","Venezuela",0.152
"1891","2006-08-13","Argentina",0.012
"1892","2006-08-13","Bolivia",0.005
"1893","2006-08-13","Brazil",0.034
"1894","2006-08-13","India",0.064
"1895","2006-08-13","Indonesia",0.132
"1896","2006-08-13","Mexico",0.124
"1897","2006-08-13","Philippines",0.149
"1898","2006-08-13","Singapore",0.129
"1899","2006-08-13","Thailand",NA
"1900","2006-08-13","Venezuela",0.15
"1901","2006-08-20","Argentina",0.012
"1902","2006-08-20","Bolivia",0.008
"1903","2006-08-20","Brazil",0.043
"1904","2006-08-20","India",0.076
"1905","2006-08-20","Indonesia",0.169
"1906","2006-08-20","Mexico",0.106
"1907","2006-08-20","Philippines",0.209
"1908","2006-08-20","Singapore",0.119
"1909","2006-08-20","Thailand",NA
"1910","2006-08-20","Venezuela",0.15
"1911","2006-08-27","Argentina",0.017
"1912","2006-08-27","Bolivia",0.016
"1913","2006-08-27","Brazil",0.041
"1914","2006-08-27","India",0.085
"1915","2006-08-27","Indonesia",0.159
"1916","2006-08-27","Mexico",0.129
"1917","2006-08-27","Philippines",0.214
"1918","2006-08-27","Singapore",0.104
"1919","2006-08-27","Thailand",NA
"1920","2006-08-27","Venezuela",0.15
"1921","2006-09-03","Argentina",0.014
"1922","2006-09-03","Bolivia",0.015
"1923","2006-09-03","Brazil",0.026
"1924","2006-09-03","India",0.088
"1925","2006-09-03","Indonesia",0.157
"1926","2006-09-03","Mexico",0.126
"1927","2006-09-03","Philippines",0.293
"1928","2006-09-03","Singapore",0.095
"1929","2006-09-03","Thailand",NA
"1930","2006-09-03","Venezuela",0.147
"1931","2006-09-10","Argentina",0.014
"1932","2006-09-10","Bolivia",0.008
"1933","2006-09-10","Brazil",0.036
"1934","2006-09-10","India",0.141
"1935","2006-09-10","Indonesia",0.17
"1936","2006-09-10","Mexico",0.151
"1937","2006-09-10","Philippines",0.459
"1938","2006-09-10","Singapore",0.107
"1939","2006-09-10","Thailand",NA
"1940","2006-09-10","Venezuela",0.148
"1941","2006-09-17","Argentina",0.017
"1942","2006-09-17","Bolivia",0.007
"1943","2006-09-17","Brazil",0.043
"1944","2006-09-17","India",0.16
"1945","2006-09-17","Indonesia",0.19
"1946","2006-09-17","Mexico",0.193
"1947","2006-09-17","Philippines",0.43
"1948","2006-09-17","Singapore",0.115
"1949","2006-09-17","Thailand",NA
"1950","2006-09-17","Venezuela",0.15
"1951","2006-09-24","Argentina",0.017
"1952","2006-09-24","Bolivia",0.007
"1953","2006-09-24","Brazil",0.031
"1954","2006-09-24","India",0.279
"1955","2006-09-24","Indonesia",0.215
"1956","2006-09-24","Mexico",0.221
"1957","2006-09-24","Philippines",0.448
"1958","2006-09-24","Singapore",0.119
"1959","2006-09-24","Thailand",NA
"1960","2006-09-24","Venezuela",0.146
"1961","2006-10-01","Argentina",0.019
"1962","2006-10-01","Bolivia",0.017
"1963","2006-10-01","Brazil",0.026
"1964","2006-10-01","India",0.466
"1965","2006-10-01","Indonesia",0.192
"1966","2006-10-01","Mexico",0.218
"1967","2006-10-01","Philippines",0.346
"1968","2006-10-01","Singapore",0.135
"1969","2006-10-01","Thailand",NA
"1970","2006-10-01","Venezuela",0.159
"1971","2006-10-08","Argentina",0.017
"1972","2006-10-08","Bolivia",0.043
"1973","2006-10-08","Brazil",0.022
"1974","2006-10-08","India",0.6
"1975","2006-10-08","Indonesia",0.174
"1976","2006-10-08","Mexico",0.202
"1977","2006-10-08","Philippines",0.313
"1978","2006-10-08","Singapore",0.132
"1979","2006-10-08","Thailand",NA
"1980","2006-10-08","Venezuela",0.165
"1981","2006-10-15","Argentina",0.017
"1982","2006-10-15","Bolivia",0.029
"1983","2006-10-15","Brazil",0.032
"1984","2006-10-15","India",0.913
"1985","2006-10-15","Indonesia",0.099
"1986","2006-10-15","Mexico",0.204
"1987","2006-10-15","Philippines",0.296
"1988","2006-10-15","Singapore",0.138
"1989","2006-10-15","Thailand",NA
"1990","2006-10-15","Venezuela",0.181
"1991","2006-10-22","Argentina",0.019
"1992","2006-10-22","Bolivia",0.023
"1993","2006-10-22","Brazil",0.043
"1994","2006-10-22","India",0.967
"1995","2006-10-22","Indonesia",0.1
"1996","2006-10-22","Mexico",0.166
"1997","2006-10-22","Philippines",0.211
"1998","2006-10-22","Singapore",0.139
"1999","2006-10-22","Thailand",NA
"2000","2006-10-22","Venezuela",0.177
"2001","2006-10-29","Argentina",0.024
"2002","2006-10-29","Bolivia",0.018
"2003","2006-10-29","Brazil",0.036
"2004","2006-10-29","India",0.917
"2005","2006-10-29","Indonesia",0.167
"2006","2006-10-29","Mexico",0.157
"2007","2006-10-29","Philippines",0.187
"2008","2006-10-29","Singapore",0.139
"2009","2006-10-29","Thailand",NA
"2010","2006-10-29","Venezuela",0.206
"2011","2006-11-05","Argentina",0.022
"2012","2006-11-05","Bolivia",0.02
"2013","2006-11-05","Brazil",0.041
"2014","2006-11-05","India",0.677
"2015","2006-11-05","Indonesia",0.19
"2016","2006-11-05","Mexico",0.156
"2017","2006-11-05","Philippines",0.168
"2018","2006-11-05","Singapore",0.116
"2019","2006-11-05","Thailand",NA
"2020","2006-11-05","Venezuela",0.203
"2021","2006-11-12","Argentina",0.022
"2022","2006-11-12","Bolivia",0.016
"2023","2006-11-12","Brazil",0.054
"2024","2006-11-12","India",0.519
"2025","2006-11-12","Indonesia",0.2
"2026","2006-11-12","Mexico",0.108
"2027","2006-11-12","Philippines",0.166
"2028","2006-11-12","Singapore",0.108
"2029","2006-11-12","Thailand",NA
"2030","2006-11-12","Venezuela",0.191
"2031","2006-11-19","Argentina",0.019
"2032","2006-11-19","Bolivia",0.014
"2033","2006-11-19","Brazil",0.069
"2034","2006-11-19","India",0.388
"2035","2006-11-19","Indonesia",0.192
"2036","2006-11-19","Mexico",0.112
"2037","2006-11-19","Philippines",0.129
"2038","2006-11-19","Singapore",0.1
"2039","2006-11-19","Thailand",NA
"2040","2006-11-19","Venezuela",0.216
"2041","2006-11-26","Argentina",0.019
"2042","2006-11-26","Bolivia",0.022
"2043","2006-11-26","Brazil",0.052
"2044","2006-11-26","India",0.305
"2045","2006-11-26","Indonesia",0.215
"2046","2006-11-26","Mexico",0.1
"2047","2006-11-26","Philippines",0.114
"2048","2006-11-26","Singapore",0.106
"2049","2006-11-26","Thailand",NA
"2050","2006-11-26","Venezuela",0.182
"2051","2006-12-03","Argentina",0.014
"2052","2006-12-03","Bolivia",0.014
"2053","2006-12-03","Brazil",0.042
"2054","2006-12-03","India",0.233
"2055","2006-12-03","Indonesia",0.205
"2056","2006-12-03","Mexico",0.085
"2057","2006-12-03","Philippines",0.119
"2058","2006-12-03","Singapore",0.111
"2059","2006-12-03","Thailand",NA
"2060","2006-12-03","Venezuela",0.183
"2061","2006-12-10","Argentina",0.012
"2062","2006-12-10","Bolivia",0.012
"2063","2006-12-10","Brazil",0.054
"2064","2006-12-10","India",0.174
"2065","2006-12-10","Indonesia",0.176
"2066","2006-12-10","Mexico",0.087
"2067","2006-12-10","Philippines",0.117
"2068","2006-12-10","Singapore",0.105
"2069","2006-12-10","Thailand",NA
"2070","2006-12-10","Venezuela",0.203
"2071","2006-12-17","Argentina",0.01
"2072","2006-12-17","Bolivia",0.008
"2073","2006-12-17","Brazil",0.05
"2074","2006-12-17","India",0.156
"2075","2006-12-17","Indonesia",0.172
"2076","2006-12-17","Mexico",0.062
"2077","2006-12-17","Philippines",0.11
"2078","2006-12-17","Singapore",0.1
"2079","2006-12-17","Thailand",NA
"2080","2006-12-17","Venezuela",0.199
"2081","2006-12-24","Argentina",0.01
"2082","2006-12-24","Bolivia",0.005
"2083","2006-12-24","Brazil",0.059
"2084","2006-12-24","India",0.179
"2085","2006-12-24","Indonesia",0.19
"2086","2006-12-24","Mexico",0.053
"2087","2006-12-24","Philippines",0.11
"2088","2006-12-24","Singapore",0.105
"2089","2006-12-24","Thailand",NA
"2090","2006-12-24","Venezuela",0.204
"2091","2006-12-31","Argentina",0.01
"2092","2006-12-31","Bolivia",0.004
"2093","2006-12-31","Brazil",0.067
"2094","2006-12-31","India",0.19
"2095","2006-12-31","Indonesia",0.196
"2096","2006-12-31","Mexico",0.058
"2097","2006-12-31","Philippines",0.113
"2098","2006-12-31","Singapore",0.127
"2099","2006-12-31","Thailand",NA
"2100","2006-12-31","Venezuela",0.23
"2101","2007-01-07","Argentina",0.01
"2102","2007-01-07","Bolivia",0.006
"2103","2007-01-07","Brazil",0.068
"2104","2007-01-07","India",0.161
"2105","2007-01-07","Indonesia",0.236
"2106","2007-01-07","Mexico",0.061
"2107","2007-01-07","Philippines",0.115
"2108","2007-01-07","Singapore",0.117
"2109","2007-01-07","Thailand",NA
"2110","2007-01-07","Venezuela",0.258
"2111","2007-01-14","Argentina",0.014
"2112","2007-01-14","Bolivia",0.027
"2113","2007-01-14","Brazil",0.063
"2114","2007-01-14","India",0.128
"2115","2007-01-14","Indonesia",0.224
"2116","2007-01-14","Mexico",0.061
"2117","2007-01-14","Philippines",0.103
"2118","2007-01-14","Singapore",0.107
"2119","2007-01-14","Thailand",NA
"2120","2007-01-14","Venezuela",0.225
"2121","2007-01-21","Argentina",0.031
"2122","2007-01-21","Bolivia",0.037
"2123","2007-01-21","Brazil",0.097
"2124","2007-01-21","India",0.068
"2125","2007-01-21","Indonesia",0.383
"2126","2007-01-21","Mexico",0.058
"2127","2007-01-21","Philippines",0.107
"2128","2007-01-21","Singapore",0.106
"2129","2007-01-21","Thailand",NA
"2130","2007-01-21","Venezuela",0.222
"2131","2007-01-28","Argentina",0.077
"2132","2007-01-28","Bolivia",0.08
"2133","2007-01-28","Brazil",0.145
"2134","2007-01-28","India",0.066
"2135","2007-01-28","Indonesia",0.66
"2136","2007-01-28","Mexico",0.057
"2137","2007-01-28","Philippines",0.103
"2138","2007-01-28","Singapore",0.111
"2139","2007-01-28","Thailand",NA
"2140","2007-01-28","Venezuela",0.248
"2141","2007-02-04","Argentina",0.096
"2142","2007-02-04","Bolivia",0.135
"2143","2007-02-04","Brazil",0.13
"2144","2007-02-04","India",0.07
"2145","2007-02-04","Indonesia",0.613
"2146","2007-02-04","Mexico",0.053
"2147","2007-02-04","Philippines",0.106
"2148","2007-02-04","Singapore",0.11
"2149","2007-02-04","Thailand",NA
"2150","2007-02-04","Venezuela",0.233
"2151","2007-02-11","Argentina",0.084
"2152","2007-02-11","Bolivia",0.145
"2153","2007-02-11","Brazil",0.143
"2154","2007-02-11","India",0.059
"2155","2007-02-11","Indonesia",0.592
"2156","2007-02-11","Mexico",0.048
"2157","2007-02-11","Philippines",0.104
"2158","2007-02-11","Singapore",0.105
"2159","2007-02-11","Thailand",NA
"2160","2007-02-11","Venezuela",0.191
"2161","2007-02-18","Argentina",0.092
"2162","2007-02-18","Bolivia",0.158
"2163","2007-02-18","Brazil",0.164
"2164","2007-02-18","India",0.04
"2165","2007-02-18","Indonesia",0.562
"2166","2007-02-18","Mexico",0.06
"2167","2007-02-18","Philippines",0.091
"2168","2007-02-18","Singapore",0.111
"2169","2007-02-18","Thailand",NA
"2170","2007-02-18","Venezuela",0.206
"2171","2007-02-25","Argentina",0.195
"2172","2007-02-25","Bolivia",0.172
"2173","2007-02-25","Brazil",0.18
"2174","2007-02-25","India",0.042
"2175","2007-02-25","Indonesia",0.567
"2176","2007-02-25","Mexico",0.066
"2177","2007-02-25","Philippines",0.085
"2178","2007-02-25","Singapore",0.117
"2179","2007-02-25","Thailand",NA
"2180","2007-02-25","Venezuela",0.207
"2181","2007-03-04","Argentina",0.407
"2182","2007-03-04","Bolivia",0.202
"2183","2007-03-04","Brazil",0.213
"2184","2007-03-04","India",0.044
