"","Date","country","searches"
"10582","2009-12-20","Switzerland",124
"10583","2009-12-20","Ukraine",889
"10584","2009-12-20","United.States",2055
"10585","2009-12-20","Uruguay",57
"10586","2009-12-27","Argentina",64
"10587","2009-12-27","Australia",68
"10588","2009-12-27","Austria",768
"10589","2009-12-27","Belgium",59
"10590","2009-12-27","Bolivia",131
"10591","2009-12-27","Brazil",117
"10592","2009-12-27","Bulgaria",863
"10593","2009-12-27","Canada",2199
"10594","2009-12-27","Chile",2
"10595","2009-12-27","France",148
"10596","2009-12-27","Germany",865
"10597","2009-12-27","Hungary",152
"10598","2009-12-27","Japan",333
"10599","2009-12-27","Mexico",1478
"10600","2009-12-27","Netherlands",25
"10601","2009-12-27","New.Zealand",14
"10602","2009-12-27","Norway",36
"10603","2009-12-27","Paraguay",126
"10604","2009-12-27","Peru",121
"10605","2009-12-27","Poland",67
"10606","2009-12-27","Romania",825
"10607","2009-12-27","Russia",492
"10608","2009-12-27","South.Africa",1923
"10609","2009-12-27","Spain",37
"10610","2009-12-27","Sweden",3
"10611","2009-12-27","Switzerland",59
"10612","2009-12-27","Ukraine",759
"10613","2009-12-27","United.States",2199
"10614","2009-12-27","Uruguay",54
"10615","2010-01-03","Argentina",62
"10616","2010-01-03","Australia",75
"10617","2010-01-03","Austria",735
"10618","2010-01-03","Belgium",81
"10619","2010-01-03","Bolivia",126
"10620","2010-01-03","Brazil",120
"10621","2010-01-03","Bulgaria",770
"10622","2010-01-03","Canada",2176
"10623","2010-01-03","Chile",1
"10624","2010-01-03","France",130
"10625","2010-01-03","Germany",877
"10626","2010-01-03","Hungary",108
"10627","2010-01-03","Japan",350
"10628","2010-01-03","Mexico",1435
"10629","2010-01-03","Netherlands",31
"10630","2010-01-03","New.Zealand",13
"10631","2010-01-03","Norway",55
"10632","2010-01-03","Paraguay",118
"10633","2010-01-03","Peru",122
"10634","2010-01-03","Poland",59
"10635","2010-01-03","Romania",880
"10636","2010-01-03","Russia",554
"10637","2010-01-03","South.Africa",1643
"10638","2010-01-03","Spain",20
"10639","2010-01-03","Sweden",4
"10640","2010-01-03","Switzerland",45
"10641","2010-01-03","Ukraine",552
"10642","2010-01-03","United.States",2169
"10643","2010-01-03","Uruguay",56
"10644","2010-01-10","Argentina",62
"10645","2010-01-10","Australia",61
"10646","2010-01-10","Austria",735
"10647","2010-01-10","Belgium",61
"10648","2010-01-10","Bolivia",123
"10649","2010-01-10","Brazil",114
"10650","2010-01-10","Bulgaria",697
"10651","2010-01-10","Canada",1683
"10652","2010-01-10","Chile",1
"10653","2010-01-10","France",82
"10654","2010-01-10","Germany",769
"10655","2010-01-10","Hungary",100
"10656","2010-01-10","Japan",273
"10657","2010-01-10","Mexico",1518
"10658","2010-01-10","Netherlands",29
"10659","2010-01-10","New.Zealand",9
"10660","2010-01-10","Norway",42
"10661","2010-01-10","Paraguay",108
"10662","2010-01-10","Peru",119
"10663","2010-01-10","Poland",51
"10664","2010-01-10","Romania",848
"10665","2010-01-10","Russia",526
"10666","2010-01-10","South.Africa",1628
"10667","2010-01-10","Spain",17
"10668","2010-01-10","Sweden",2
"10669","2010-01-10","Switzerland",30
"10670","2010-01-10","Ukraine",414
"10671","2010-01-10","United.States",1916
"10672","2010-01-10","Uruguay",54
"10673","2010-01-17","Argentina",67
"10674","2010-01-17","Australia",57
"10675","2010-01-17","Austria",757
"10676","2010-01-17","Belgium",59
"10677","2010-01-17","Bolivia",129
"10678","2010-01-17","Brazil",109
"10679","2010-01-17","Bulgaria",620
"10680","2010-01-17","Canada",1695
"10681","2010-01-17","Chile",1
"10682","2010-01-17","France",51
"10683","2010-01-17","Germany",767
"10684","2010-01-17","Hungary",91
"10685","2010-01-17","Japan",236
"10686","2010-01-17","Mexico",1713
"10687","2010-01-17","Netherlands",28
"10688","2010-01-17","New.Zealand",8
"10689","2010-01-17","Norway",60
"10690","2010-01-17","Paraguay",108
"10691","2010-01-17","Peru",113
"10692","2010-01-17","Poland",44
"10693","2010-01-17","Romania",760
"10694","2010-01-17","Russia",524
"10695","2010-01-17","South.Africa",1632
"10696","2010-01-17","Spain",12
"10697","2010-01-17","Sweden",2
"10698","2010-01-17","Switzerland",27
"10699","2010-01-17","Ukraine",397
"10700","2010-01-17","United.States",1860
"10701","2010-01-17","Uruguay",53
"10702","2010-01-24","Argentina",67
"10703","2010-01-24","Australia",53
"10704","2010-01-24","Austria",704
"10705","2010-01-24","Belgium",64
"10706","2010-01-24","Bolivia",136
"10707","2010-01-24","Brazil",109
"10708","2010-01-24","Bulgaria",560
"10709","2010-01-24","Canada",1619
"10710","2010-01-24","Chile",1
"10711","2010-01-24","France",48
"10712","2010-01-24","Germany",880
"10713","2010-01-24","Hungary",96
"10714","2010-01-24","Japan",171
"10715","2010-01-24","Mexico",1781
"10716","2010-01-24","Netherlands",30
"10717","2010-01-24","New.Zealand",8
"10718","2010-01-24","Norway",45
"10719","2010-01-24","Paraguay",100
"10720","2010-01-24","Peru",125
"10721","2010-01-24","Poland",40
"10722","2010-01-24","Romania",703
"10723","2010-01-24","Russia",615
"10724","2010-01-24","South.Africa",1670
"10725","2010-01-24","Spain",11
"10726","2010-01-24","Sweden",3
"10727","2010-01-24","Switzerland",33
"10728","2010-01-24","Ukraine",398
"10729","2010-01-24","United.States",1861
"10730","2010-01-24","Uruguay",51
"10731","2010-01-31","Argentina",65
"10732","2010-01-31","Australia",71
"10733","2010-01-31","Austria",757
"10734","2010-01-31","Belgium",63
"10735","2010-01-31","Bolivia",134
"10736","2010-01-31","Brazil",114
"10737","2010-01-31","Bulgaria",585
"10738","2010-01-31","Canada",1757
"10739","2010-01-31","Chile",1
"10740","2010-01-31","France",42
"10741","2010-01-31","Germany",877
"10742","2010-01-31","Hungary",72
"10743","2010-01-31","Japan",110
"10744","2010-01-31","Mexico",1527
"10745","2010-01-31","Netherlands",28
"10746","2010-01-31","New.Zealand",11
"10747","2010-01-31","Norway",48
"10748","2010-01-31","Paraguay",95
"10749","2010-01-31","Peru",115
"10750","2010-01-31","Poland",36
"10751","2010-01-31","Romania",645
"10752","2010-01-31","Russia",640
"10753","2010-01-31","South.Africa",1730
"10754","2010-01-31","Spain",13
"10755","2010-01-31","Sweden",3
"10756","2010-01-31","Switzerland",31
"10757","2010-01-31","Ukraine",385
"10758","2010-01-31","United.States",1910
"10759","2010-01-31","Uruguay",53
"10760","2010-02-07","Argentina",70
"10761","2010-02-07","Australia",84
"10762","2010-02-07","Austria",796
"10763","2010-02-07","Belgium",65
"10764","2010-02-07","Bolivia",141
"10765","2010-02-07","Brazil",120
"10766","2010-02-07","Bulgaria",600
"10767","2010-02-07","Canada",1736
"10768","2010-02-07","Chile",1
"10769","2010-02-07","France",35
"10770","2010-02-07","Germany",931
"10771","2010-02-07","Hungary",68
"10772","2010-02-07","Japan",74
"10773","2010-02-07","Mexico",1567
"10774","2010-02-07","Netherlands",29
"10775","2010-02-07","New.Zealand",10
"10776","2010-02-07","Norway",44
"10777","2010-02-07","Paraguay",96
"10778","2010-02-07","Peru",117
"10779","2010-02-07","Poland",34
"10780","2010-02-07","Romania",620
"10781","2010-02-07","Russia",719
"10782","2010-02-07","South.Africa",1915
"10783","2010-02-07","Spain",10
"10784","2010-02-07","Sweden",3
"10785","2010-02-07","Switzerland",29
"10786","2010-02-07","Ukraine",403
"10787","2010-02-07","United.States",1944
"10788","2010-02-07","Uruguay",56
"10789","2010-02-14","Argentina",68
"10790","2010-02-14","Australia",93
"10791","2010-02-14","Austria",844
"10792","2010-02-14","Belgium",48
"10793","2010-02-14","Bolivia",145
"10794","2010-02-14","Brazil",130
"10795","2010-02-14","Bulgaria",567
"10796","2010-02-14","Canada",1717
"10797","2010-02-14","Chile",2
"10798","2010-02-14","France",26
"10799","2010-02-14","Germany",946
"10800","2010-02-14","Hungary",78
"10801","2010-02-14","Japan",51
"10802","2010-02-14","Mexico",1599
"10803","2010-02-14","Netherlands",29
"10804","2010-02-14","New.Zealand",10
"10805","2010-02-14","Norway",64
"10806","2010-02-14","Paraguay",96
"10807","2010-02-14","Peru",121
"10808","2010-02-14","Poland",35
"10809","2010-02-14","Romania",640
"10810","2010-02-14","Russia",720
"10811","2010-02-14","South.Africa",2019
"10812","2010-02-14","Spain",11
"10813","2010-02-14","Sweden",3
"10814","2010-02-14","Switzerland",26
"10815","2010-02-14","Ukraine",417
"10816","2010-02-14","United.States",2000
"10817","2010-02-14","Uruguay",57
"10818","2010-02-21","Argentina",71
"10819","2010-02-21","Australia",136
"10820","2010-02-21","Austria",854
"10821","2010-02-21","Belgium",55
"10822","2010-02-21","Bolivia",156
"10823","2010-02-21","Brazil",145
"10824","2010-02-21","Bulgaria",592
"10825","2010-02-21","Canada",1751
"10826","2010-02-21","Chile",1
"10827","2010-02-21","France",19
"10828","2010-02-21","Germany",979
"10829","2010-02-21","Hungary",61
"10830","2010-02-21","Japan",37
"10831","2010-02-21","Mexico",1627
"10832","2010-02-21","Netherlands",25
"10833","2010-02-21","New.Zealand",12
"10834","2010-02-21","Norway",58
"10835","2010-02-21","Paraguay",104
"10836","2010-02-21","Peru",122
"10837","2010-02-21","Poland",33
"10838","2010-02-21","Romania",648
"10839","2010-02-21","Russia",646
"10840","2010-02-21","South.Africa",1967
"10841","2010-02-21","Spain",9
"10842","2010-02-21","Sweden",2
"10843","2010-02-21","Switzerland",21
"10844","2010-02-21","Ukraine",391
"10845","2010-02-21","United.States",1968
"10846","2010-02-21","Uruguay",58
"10847","2010-02-28","Argentina",70
"10848","2010-02-28","Australia",138
"10849","2010-02-28","Austria",742
"10850","2010-02-28","Belgium",46
"10851","2010-02-28","Bolivia",164
"10852","2010-02-28","Brazil",152
"10853","2010-02-28","Bulgaria",548
"10854","2010-02-28","Canada",1748
"10855","2010-02-28","Chile",1
"10856","2010-02-28","France",15
"10857","2010-02-28","Germany",826
"10858","2010-02-28","Hungary",46
"10859","2010-02-28","Japan",21
"10860","2010-02-28","Mexico",1739
"10861","2010-02-28","Netherlands",19
"10862","2010-02-28","New.Zealand",12
"10863","2010-02-28","Norway",54
"10864","2010-02-28","Paraguay",108
"10865","2010-02-28","Peru",121
"10866","2010-02-28","Poland",31
"10867","2010-02-28","Romania",657
"10868","2010-02-28","Russia",527
"10869","2010-02-28","South.Africa",1991
"10870","2010-02-28","Spain",8
"10871","2010-02-28","Sweden",2
"10872","2010-02-28","Switzerland",16
"10873","2010-02-28","Ukraine",361
"10874","2010-02-28","United.States",1888
"10875","2010-02-28","Uruguay",56
"10876","2010-03-07","Argentina",71
"10877","2010-03-07","Australia",167
"10878","2010-03-07","Austria",708
"10879","2010-03-07","Belgium",52
"10880","2010-03-07","Bolivia",186
"10881","2010-03-07","Brazil",175
"10882","2010-03-07","Bulgaria",584
"10883","2010-03-07","Canada",1725
"10884","2010-03-07","Chile",1
"10885","2010-03-07","France",13
"10886","2010-03-07","Germany",784
"10887","2010-03-07","Hungary",52
"10888","2010-03-07","Japan",17
"10889","2010-03-07","Mexico",1667
"10890","2010-03-07","Netherlands",22
"10891","2010-03-07","New.Zealand",16
"10892","2010-03-07","Norway",50
"10893","2010-03-07","Paraguay",133
"10894","2010-03-07","Peru",135
"10895","2010-03-07","Poland",28
"10896","2010-03-07","Romania",680
"10897","2010-03-07","Russia",477
"10898","2010-03-07","South.Africa",2153
"10899","2010-03-07","Spain",10
"10900","2010-03-07","Sweden",2
"10901","2010-03-07","Switzerland",15
"10902","2010-03-07","Ukraine",381
"10903","2010-03-07","United.States",1793
"10904","2010-03-07","Uruguay",54
"10905","2010-03-14","Argentina",92
"10906","2010-03-14","Australia",174
"10907","2010-03-14","Austria",688
"10908","2010-03-14","Belgium",54
"10909","2010-03-14","Bolivia",210
"10910","2010-03-14","Brazil",172
"10911","2010-03-14","Bulgaria",616
"10912","2010-03-14","Canada",1523
"10913","2010-03-14","Chile",2
"10914","2010-03-14","France",11
"10915","2010-03-14","Germany",699
"10916","2010-03-14","Hungary",54
"10917","2010-03-14","Japan",13
"10918","2010-03-14","Mexico",1515
"10919","2010-03-14","Netherlands",23
"10920","2010-03-14","New.Zealand",15
"10921","2010-03-14","Norway",52
"10922","2010-03-14","Paraguay",149
"10923","2010-03-14","Peru",151
"10924","2010-03-14","Poland",27
"10925","2010-03-14","Romania",667
"10926","2010-03-14","Russia",470
"10927","2010-03-14","South.Africa",2138
"10928","2010-03-14","Spain",8
"10929","2010-03-14","Sweden",3
"10930","2010-03-14","Switzerland",14
"10931","2010-03-14","Ukraine",334
"10932","2010-03-14","United.States",1619
"10933","2010-03-14","Uruguay",58
"10934","2010-03-21","Argentina",98
"10935","2010-03-21","Australia",158
"10936","2010-03-21","Austria",640
"10937","2010-03-21","Belgium",47
"10938","2010-03-21","Bolivia",250
"10939","2010-03-21","Brazil",171
"10940","2010-03-21","Bulgaria",476
"10941","2010-03-21","Canada",1404
"10942","2010-03-21","Chile",3
"10943","2010-03-21","France",9
"10944","2010-03-21","Germany",627
"10945","2010-03-21","Hungary",53
"10946","2010-03-21","Japan",10
"10947","2010-03-21","Mexico",1351
"10948","2010-03-21","Netherlands",20
"10949","2010-03-21","New.Zealand",17
"10950","2010-03-21","Norway",49
"10951","2010-03-21","Paraguay",174
"10952","2010-03-21","Peru",160
"10953","2010-03-21","Poland",25
"10954","2010-03-21","Romania",669
"10955","2010-03-21","Russia",421
"10956","2010-03-21","South.Africa",2044
"10957","2010-03-21","Spain",8
"10958","2010-03-21","Sweden",3
"10959","2010-03-21","Switzerland",12
"10960","2010-03-21","Ukraine",308
"10961","2010-03-21","United.States",1511
"10962","2010-03-21","Uruguay",63
"10963","2010-03-28","Argentina",95
"10964","2010-03-28","Australia",122
"10965","2010-03-28","Austria",510
"10966","2010-03-28","Belgium",34
"10967","2010-03-28","Bolivia",258
"10968","2010-03-28","Brazil",166
"10969","2010-03-28","Bulgaria",397
"10970","2010-03-28","Canada",1255
"10971","2010-03-28","Chile",4
"10972","2010-03-28","France",9
"10973","2010-03-28","Germany",515
"10974","2010-03-28","Hungary",37
"10975","2010-03-28","Japan",8
"10976","2010-03-28","Mexico",1037
"10977","2010-03-28","Netherlands",16
"10978","2010-03-28","New.Zealand",17
"10979","2010-03-28","Norway",29
"10980","2010-03-28","Paraguay",188
"10981","2010-03-28","Peru",151
"10982","2010-03-28","Poland",22
"10983","2010-03-28","Romania",618
"10984","2010-03-28","Russia",389
"10985","2010-03-28","South.Africa",2288
"10986","2010-03-28","Spain",5
"10987","2010-03-28","Sweden",2
"10988","2010-03-28","Switzerland",10
"10989","2010-03-28","Ukraine",288
"10990","2010-03-28","United.States",1350
"10991","2010-03-28","Uruguay",70
"10992","2010-04-04","Argentina",109
"10993","2010-04-04","Australia",125
"10994","2010-04-04","Austria",500
"10995","2010-04-04","Belgium",26
"10996","2010-04-04","Bolivia",285
"10997","2010-04-04","Brazil",193
"10998","2010-04-04","Bulgaria",385
"10999","2010-04-04","Canada",1160
"11000","2010-04-04","Chile",4
"11001","2010-04-04","France",8
"11002","2010-04-04","Germany",498
"11003","2010-04-04","Hungary",32
"11004","2010-04-04","Japan",6
"11005","2010-04-04","Mexico",917
"11006","2010-04-04","Netherlands",17
"11007","2010-04-04","New.Zealand",12
"11008","2010-04-04","Norway",36
"11009","2010-04-04","Paraguay",213
"11010","2010-04-04","Peru",162
"11011","2010-04-04","Poland",20
"11012","2010-04-04","Romania",598
"11013","2010-04-04","Russia",419
"11014","2010-04-04","South.Africa",2224
"11015","2010-04-04","Spain",8
"11016","2010-04-04","Sweden",2
"11017","2010-04-04","Switzerland",10
"11018","2010-04-04","Ukraine",254
"11019","2010-04-04","United.States",1257
"11020","2010-04-04","Uruguay",79
"11021","2010-04-11","Argentina",114
"11022","2010-04-11","Australia",167
"11023","2010-04-11","Austria",514
"11024","2010-04-11","Belgium",25
"11025","2010-04-11","Bolivia",299
"11026","2010-04-11","Brazil",210
"11027","2010-04-11","Bulgaria",366
"11028","2010-04-11","Canada",1077
"11029","2010-04-11","Chile",5
"11030","2010-04-11","France",7
"11031","2010-04-11","Germany",497
"11032","2010-04-11","Hungary",31
"11033","2010-04-11","Japan",6
"11034","2010-04-11","Mexico",1009
"11035","2010-04-11","Netherlands",16
"11036","2010-04-11","New.Zealand",16
"11037","2010-04-11","Norway",26
"11038","2010-04-11","Paraguay",262
"11039","2010-04-11","Peru",187
"11040","2010-04-11","Poland",18
"11041","2010-04-11","Romania",573
"11042","2010-04-11","Russia",456
"11043","2010-04-11","South.Africa",2350
"11044","2010-04-11","Spain",6
"11045","2010-04-11","Sweden",2
"11046","2010-04-11","Switzerland",9
"11047","2010-04-11","Ukraine",256
"11048","2010-04-11","United.States",1123
"11049","2010-04-11","Uruguay",82
"11050","2010-04-18","Argentina",127
"11051","2010-04-18","Australia",170
"11052","2010-04-18","Austria",502
"11053","2010-04-18","Belgium",22
"11054","2010-04-18","Bolivia",262
"11055","2010-04-18","Brazil",209
"11056","2010-04-18","Bulgaria",345
"11057","2010-04-18","Canada",1005
"11058","2010-04-18","Chile",5
"11059","2010-04-18","France",5
"11060","2010-04-18","Germany",490
"11061","2010-04-18","Hungary",42
"11062","2010-04-18","Japan",7
"11063","2010-04-18","Mexico",890
"11064","2010-04-18","Netherlands",14
"11065","2010-04-18","New.Zealand",19
"11066","2010-04-18","Norway",28
"11067","2010-04-18","Paraguay",259
"11068","2010-04-18","Peru",193
"11069","2010-04-18","Poland",16
"11070","2010-04-18","Romania",588
"11071","2010-04-18","Russia",469
"11072","2010-04-18","South.Africa",2417
"11073","2010-04-18","Spain",5
"11074","2010-04-18","Sweden",2
"11075","2010-04-18","Switzerland",7
"11076","2010-04-18","Ukraine",269
"11077","2010-04-18","United.States",1110
"11078","2010-04-18","Uruguay",86
"11079","2010-04-25","Argentina",142
"11080","2010-04-25","Australia",211
"11081","2010-04-25","Austria",530
"11082","2010-04-25","Belgium",24
"11083","2010-04-25","Bolivia",250
"11084","2010-04-25","Brazil",200
"11085","2010-04-25","Bulgaria",379
"11086","2010-04-25","Canada",966
"11087","2010-04-25","Chile",6
"11088","2010-04-25","France",4
"11089","2010-04-25","Germany",472
"11090","2010-04-25","Hungary",46
"11091","2010-04-25","Japan",7
"11092","2010-04-25","Mexico",907
"11093","2010-04-25","Netherlands",14
"11094","2010-04-25","New.Zealand",19
"11095","2010-04-25","Norway",34
"11096","2010-04-25","Paraguay",223
"11097","2010-04-25","Peru",199
"11098","2010-04-25","Poland",14
"11099","2010-04-25","Romania",604
"11100","2010-04-25","Russia",521
"11101","2010-04-25","South.Africa",2747
"11102","2010-04-25","Spain",5
"11103","2010-04-25","Sweden",2
"11104","2010-04-25","Switzerland",6
"11105","2010-04-25","Ukraine",294
"11106","2010-04-25","United.States",1149
"11107","2010-04-25","Uruguay",89
"11108","2010-05-02","Argentina",134
"11109","2010-05-02","Australia",214
"11110","2010-05-02","Austria",490
"11111","2010-05-02","Belgium",27
"11112","2010-05-02","Bolivia",246
"11113","2010-05-02","Brazil",196
"11114","2010-05-02","Bulgaria",390
"11115","2010-05-02","Canada",854
"11116","2010-05-02","Chile",5
"11117","2010-05-02","France",5
"11118","2010-05-02","Germany",490
"11119","2010-05-02","Hungary",43
"11120","2010-05-02","Japan",7
"11121","2010-05-02","Mexico",850
"11122","2010-05-02","Netherlands",13
"11123","2010-05-02","New.Zealand",28
"11124","2010-05-02","Norway",53
"11125","2010-05-02","Paraguay",216
"11126","2010-05-02","Peru",175
"11127","2010-05-02","Poland",13
"11128","2010-05-02","Romania",576
"11129","2010-05-02","Russia",484
"11130","2010-05-02","South.Africa",2799
"11131","2010-05-02","Spain",6
"11132","2010-05-02","Sweden",2
"11133","2010-05-02","Switzerland",6
"11134","2010-05-02","Ukraine",279
"11135","2010-05-02","United.States",1088
"11136","2010-05-02","Uruguay",104
"11137","2010-05-09","Argentina",163
"11138","2010-05-09","Australia",280
"11139","2010-05-09","Austria",460
"11140","2010-05-09","Belgium",31
"11141","2010-05-09","Bolivia",260
"11142","2010-05-09","Brazil",214
"11143","2010-05-09","Bulgaria",334
"11144","2010-05-09","Canada",868
"11145","2010-05-09","Chile",6
"11146","2010-05-09","France",6
"11147","2010-05-09","Germany",508
"11148","2010-05-09","Hungary",40
"11149","2010-05-09","Japan",6
"11150","2010-05-09","Mexico",811
"11151","2010-05-09","Netherlands",14
"11152","2010-05-09","New.Zealand",25
"11153","2010-05-09","Norway",59
"11154","2010-05-09","Paraguay",229
"11155","2010-05-09","Peru",186
"11156","2010-05-09","Poland",13
"11157","2010-05-09","Romania",527
"11158","2010-05-09","Russia",408
"11159","2010-05-09","South.Africa",3065
"11160","2010-05-09","Spain",6
"11161","2010-05-09","Sweden",1
"11162","2010-05-09","Switzerland",7
"11163","2010-05-09","Ukraine",232
"11164","2010-05-09","United.States",1060
"11165","2010-05-09","Uruguay",102
"11166","2010-05-16","Argentina",180
"11167","2010-05-16","Australia",316
"11168","2010-05-16","Austria",527
"11169","2010-05-16","Belgium",35
"11170","2010-05-16","Bolivia",255
"11171","2010-05-16","Brazil",232
"11172","2010-05-16","Bulgaria",309
"11173","2010-05-16","Canada",833
"11174","2010-05-16","Chile",7
"11175","2010-05-16","France",7
"11176","2010-05-16","Germany",594
"11177","2010-05-16","Hungary",42
"11178","2010-05-16","Japan",7
"11179","2010-05-16","Mexico",817
"11180","2010-05-16","Netherlands",14
"11181","2010-05-16","New.Zealand",20
"11182","2010-05-16","Norway",54
"11183","2010-05-16","Paraguay",237
"11184","2010-05-16","Peru",186
"11185","2010-05-16","Poland",13
"11186","2010-05-16","Romania",519
"11187","2010-05-16","Russia",356
"11188","2010-05-16","South.Africa",3178
"11189","2010-05-16","Spain",8
"11190","2010-05-16","Sweden",1
"11191","2010-05-16","Switzerland",10
"11192","2010-05-16","Ukraine",218
"11193","2010-05-16","United.States",1042
"11194","2010-05-16","Uruguay",101
"11195","2010-05-23","Argentina",186
"11196","2010-05-23","Australia",319
"11197","2010-05-23","Austria",506
"11198","2010-05-23","Belgium",26
"11199","2010-05-23","Bolivia",271
"11200","2010-05-23","Brazil",226
"11201","2010-05-23","Bulgaria",314
"11202","2010-05-23","Canada",715
"11203","2010-05-23","Chile",7
"11204","2010-05-23","France",5
"11205","2010-05-23","Germany",491
"11206","2010-05-23","Hungary",50
"11207","2010-05-23","Japan",6
"11208","2010-05-23","Mexico",775
"11209","2010-05-23","Netherlands",11
"11210","2010-05-23","New.Zealand",28
"11211","2010-05-23","Norway",36
"11212","2010-05-23","Paraguay",229
"11213","2010-05-23","Peru",195
"11214","2010-05-23","Poland",12
"11215","2010-05-23","Romania",557
"11216","2010-05-23","Russia",305
"11217","2010-05-23","South.Africa",3121
"11218","2010-05-23","Spain",7
"11219","2010-05-23","Sweden",1
"11220","2010-05-23","Switzerland",8
"11221","2010-05-23","Ukraine",226
"11222","2010-05-23","United.States",989
"11223","2010-05-23","Uruguay",97
"11224","2010-05-30","Argentina",186
"11225","2010-05-30","Australia",230
"11226","2010-05-30","Austria",462
"11227","2010-05-30","Belgium",22
"11228","2010-05-30","Bolivia",239
"11229","2010-05-30","Brazil",212
"11230","2010-05-30","Bulgaria",306
"11231","2010-05-30","Canada",641
"11232","2010-05-30","Chile",7
"11233","2010-05-30","France",4
"11234","2010-05-30","Germany",424
"11235","2010-05-30","Hungary",44
"11236","2010-05-30","Japan",5
"11237","2010-05-30","Mexico",778
"11238","2010-05-30","Netherlands",12
"11239","2010-05-30","New.Zealand",26
"11240","2010-05-30","Norway",32
"11241","2010-05-30","Paraguay",246
"11242","2010-05-30","Peru",187
"11243","2010-05-30","Poland",12
"11244","2010-05-30","Romania",537
"11245","2010-05-30","Russia",295
"11246","2010-05-30","South.Africa",2687
"11247","2010-05-30","Spain",6
"11248","2010-05-30","Sweden",1
"11249","2010-05-30","Switzerland",5
"11250","2010-05-30","Ukraine",205
"11251","2010-05-30","United.States",965
"11252","2010-05-30","Uruguay",108
"11253","2010-06-06","Argentina",196
"11254","2010-06-06","Australia",337
"11255","2010-06-06","Austria",466
"11256","2010-06-06","Belgium",16
"11257","2010-06-06","Bolivia",314
"11258","2010-06-06","Brazil",223
"11259","2010-06-06","Bulgaria",304
"11260","2010-06-06","Canada",570
"11261","2010-06-06","Chile",7
"11262","2010-06-06","France",3
"11263","2010-06-06","Germany",365
"11264","2010-06-06","Hungary",37
"11265","2010-06-06","Japan",5
"11266","2010-06-06","Mexico",715
"11267","2010-06-06","Netherlands",12
"11268","2010-06-06","New.Zealand",37
"11269","2010-06-06","Norway",29
"11270","2010-06-06","Paraguay",248
"11271","2010-06-06","Peru",190
"11272","2010-06-06","Poland",12
"11273","2010-06-06","Romania",525
"11274","2010-06-06","Russia",276
"11275","2010-06-06","South.Africa",3117
"11276","2010-06-06","Spain",4
"11277","2010-06-06","Sweden",1
"11278","2010-06-06","Switzerland",6
"11279","2010-06-06","Ukraine",190
"11280","2010-06-06","United.States",858
"11281","2010-06-06","Uruguay",112
"11282","2010-06-13","Argentina",210
"11283","2010-06-13","Australia",307
"11284","2010-06-13","Austria",419
"11285","2010-06-13","Belgium",12
"11286","2010-06-13","Bolivia",286
"11287","2010-06-13","Brazil",228
"11288","2010-06-13","Bulgaria",282
"11289","2010-06-13","Canada",592
"11290","2010-06-13","Chile",7
"11291","2010-06-13","France",3
"11292","2010-06-13","Germany",346
"11293","2010-06-13","Hungary",31
"11294","2010-06-13","Japan",4
"11295","2010-06-13","Mexico",677
"11296","2010-06-13","Netherlands",11
"11297","2010-06-13","New.Zealand",41
"11298","2010-06-13","Norway",22
"11299","2010-06-13","Paraguay",228
"11300","2010-06-13","Peru",198
"11301","2010-06-13","Poland",12
"11302","2010-06-13","Romania",507
"11303","2010-06-13","Russia",272
"11304","2010-06-13","South.Africa",3071
"11305","2010-06-13","Spain",4
"11306","2010-06-13","Sweden",1
"11307","2010-06-13","Switzerland",9
"11308","2010-06-13","Ukraine",171
"11309","2010-06-13","United.States",808
"11310","2010-06-13","Uruguay",107
"11311","2010-06-20","Argentina",207
"11312","2010-06-20","Australia",281
"11313","2010-06-20","Austria",441
"11314","2010-06-20","Belgium",11
"11315","2010-06-20","Bolivia",268
"11316","2010-06-20","Brazil",225
"11317","2010-06-20","Bulgaria",270
"11318","2010-06-20","Canada",546
"11319","2010-06-20","Chile",7
"11320","2010-06-20","France",3
"11321","2010-06-20","Germany",354
"11322","2010-06-20","Hungary",27
"11323","2010-06-20","Japan",4
"11324","2010-06-20","Mexico",687
"11325","2010-06-20","Netherlands",12
"11326","2010-06-20","New.Zealand",31
"11327","2010-06-20","Norway",24
"11328","2010-06-20","Paraguay",216
"11329","2010-06-20","Peru",188
"11330","2010-06-20","Poland",11
"11331","2010-06-20","Romania",475
"11332","2010-06-20","Russia",249
"11333","2010-06-20","South.Africa",3322
"11334","2010-06-20","Spain",4
"11335","2010-06-20","Sweden",1
"11336","2010-06-20","Switzerland",6
"11337","2010-06-20","Ukraine",187
"11338","2010-06-20","United.States",786
"11339","2010-06-20","Uruguay",107
"11340","2010-06-27","Argentina",211
"11341","2010-06-27","Australia",265
"11342","2010-06-27","Austria",420
"11343","2010-06-27","Belgium",7
"11344","2010-06-27","Bolivia",229
"11345","2010-06-27","Brazil",203
"11346","2010-06-27","Bulgaria",244
"11347","2010-06-27","Canada",445
"11348","2010-06-27","Chile",8
"11349","2010-06-27","France",2
"11350","2010-06-27","Germany",306
"11351","2010-06-27","Hungary",29
"11352","2010-06-27","Japan",4
"11353","2010-06-27","Mexico",630
"11354","2010-06-27","Netherlands",10
"11355","2010-06-27","New.Zealand",45
"11356","2010-06-27","Norway",23
"11357","2010-06-27","Paraguay",192
"11358","2010-06-27","Peru",178
"11359","2010-06-27","Poland",10
"11360","2010-06-27","Romania",447
"11361","2010-06-27","Russia",223
