"","Date","country","searches"
"5296","2006-06-25","Paraguay",335
"5297","2006-06-25","Peru",313
"5298","2006-06-25","Poland",19
"5299","2006-06-25","Romania",622
"5300","2006-06-25","Russia",241
"5301","2006-06-25","South.Africa",3344
"5302","2006-06-25","Spain",17
"5303","2006-06-25","Sweden",1
"5304","2006-06-25","Switzerland",8
"5305","2006-06-25","Ukraine",221
"5306","2006-06-25","United.States",706
"5307","2006-06-25","Uruguay",155
"5308","2006-07-02","Argentina",232
"5309","2006-07-02","Australia",567
"5310","2006-07-02","Austria",496
"5311","2006-07-02","Belgium",14
"5312","2006-07-02","Bolivia",303
"5313","2006-07-02","Brazil",344
"5314","2006-07-02","Bulgaria",711
"5315","2006-07-02","Canada",785
"5316","2006-07-02","Chile",8
"5317","2006-07-02","France",5
"5318","2006-07-02","Germany",344
"5319","2006-07-02","Hungary",42
"5320","2006-07-02","Japan",5
"5321","2006-07-02","Mexico",660
"5322","2006-07-02","Netherlands",13
"5323","2006-07-02","New.Zealand",102
"5324","2006-07-02","Norway",10
"5325","2006-07-02","Paraguay",340
"5326","2006-07-02","Peru",296
"5327","2006-07-02","Poland",17
"5328","2006-07-02","Romania",641
"5329","2006-07-02","Russia",206
"5330","2006-07-02","South.Africa",4091
"5331","2006-07-02","Spain",13
"5332","2006-07-02","Sweden",1
"5333","2006-07-02","Switzerland",8
"5334","2006-07-02","Ukraine",216
"5335","2006-07-02","United.States",735
"5336","2006-07-02","Uruguay",188
"5337","2006-07-09","Argentina",261
"5338","2006-07-09","Australia",512
"5339","2006-07-09","Austria",454
"5340","2006-07-09","Belgium",15
"5341","2006-07-09","Bolivia",281
"5342","2006-07-09","Brazil",317
"5343","2006-07-09","Bulgaria",667
"5344","2006-07-09","Canada",786
"5345","2006-07-09","Chile",10
"5346","2006-07-09","France",5
"5347","2006-07-09","Germany",338
"5348","2006-07-09","Hungary",40
"5349","2006-07-09","Japan",5
"5350","2006-07-09","Mexico",759
"5351","2006-07-09","Netherlands",17
"5352","2006-07-09","New.Zealand",83
"5353","2006-07-09","Norway",10
"5354","2006-07-09","Paraguay",454
"5355","2006-07-09","Peru",328
"5356","2006-07-09","Poland",16
"5357","2006-07-09","Romania",631
"5358","2006-07-09","Russia",178
"5359","2006-07-09","South.Africa",3623
"5360","2006-07-09","Spain",10
"5361","2006-07-09","Sweden",1
"5362","2006-07-09","Switzerland",8
"5363","2006-07-09","Ukraine",207
"5364","2006-07-09","United.States",717
"5365","2006-07-09","Uruguay",177
"5366","2006-07-16","Argentina",272
"5367","2006-07-16","Australia",621
"5368","2006-07-16","Austria",499
"5369","2006-07-16","Belgium",7
"5370","2006-07-16","Bolivia",286
"5371","2006-07-16","Brazil",302
"5372","2006-07-16","Bulgaria",666
"5373","2006-07-16","Canada",724
"5374","2006-07-16","Chile",11
"5375","2006-07-16","France",6
"5376","2006-07-16","Germany",329
"5377","2006-07-16","Hungary",39
"5378","2006-07-16","Japan",3
"5379","2006-07-16","Mexico",753
"5380","2006-07-16","Netherlands",14
"5381","2006-07-16","New.Zealand",55
"5382","2006-07-16","Norway",9
"5383","2006-07-16","Paraguay",549
"5384","2006-07-16","Peru",278
"5385","2006-07-16","Poland",15
"5386","2006-07-16","Romania",595
"5387","2006-07-16","Russia",146
"5388","2006-07-16","South.Africa",3225
"5389","2006-07-16","Spain",19
"5390","2006-07-16","Sweden",1
"5391","2006-07-16","Switzerland",9
"5392","2006-07-16","Ukraine",204
"5393","2006-07-16","United.States",695
"5394","2006-07-16","Uruguay",179
"5395","2006-07-23","Argentina",252
"5396","2006-07-23","Australia",670
"5397","2006-07-23","Austria",483
"5398","2006-07-23","Belgium",11
"5399","2006-07-23","Bolivia",343
"5400","2006-07-23","Brazil",288
"5401","2006-07-23","Bulgaria",641
"5402","2006-07-23","Canada",707
"5403","2006-07-23","Chile",8
"5404","2006-07-23","France",5
"5405","2006-07-23","Germany",313
"5406","2006-07-23","Hungary",40
"5407","2006-07-23","Japan",3
"5408","2006-07-23","Mexico",774
"5409","2006-07-23","Netherlands",14
"5410","2006-07-23","New.Zealand",68
"5411","2006-07-23","Norway",8
"5412","2006-07-23","Paraguay",488
"5413","2006-07-23","Peru",251
"5414","2006-07-23","Poland",14
"5415","2006-07-23","Romania",582
"5416","2006-07-23","Russia",143
"5417","2006-07-23","South.Africa",3205
"5418","2006-07-23","Spain",14
"5419","2006-07-23","Sweden",1
"5420","2006-07-23","Switzerland",10
"5421","2006-07-23","Ukraine",201
"5422","2006-07-23","United.States",695
"5423","2006-07-23","Uruguay",177
"5424","2006-07-30","Argentina",215
"5425","2006-07-30","Australia",742
"5426","2006-07-30","Austria",374
"5427","2006-07-30","Belgium",9
"5428","2006-07-30","Bolivia",381
"5429","2006-07-30","Brazil",284
"5430","2006-07-30","Bulgaria",564
"5431","2006-07-30","Canada",744
"5432","2006-07-30","Chile",7
"5433","2006-07-30","France",6
"5434","2006-07-30","Germany",332
"5435","2006-07-30","Hungary",39
"5436","2006-07-30","Japan",3
"5437","2006-07-30","Mexico",737
"5438","2006-07-30","Netherlands",15
"5439","2006-07-30","New.Zealand",73
"5440","2006-07-30","Norway",8
"5441","2006-07-30","Paraguay",423
"5442","2006-07-30","Peru",260
"5443","2006-07-30","Poland",13
"5444","2006-07-30","Romania",552
"5445","2006-07-30","Russia",136
"5446","2006-07-30","South.Africa",2975
"5447","2006-07-30","Spain",17
"5448","2006-07-30","Sweden",1
"5449","2006-07-30","Switzerland",10
"5450","2006-07-30","Ukraine",206
"5451","2006-07-30","United.States",677
"5452","2006-07-30","Uruguay",183
"5453","2006-08-06","Argentina",238
"5454","2006-08-06","Australia",765
"5455","2006-08-06","Austria",385
"5456","2006-08-06","Belgium",9
"5457","2006-08-06","Bolivia",347
"5458","2006-08-06","Brazil",291
"5459","2006-08-06","Bulgaria",530
"5460","2006-08-06","Canada",736
"5461","2006-08-06","Chile",9
"5462","2006-08-06","France",7
"5463","2006-08-06","Germany",387
"5464","2006-08-06","Hungary",42
"5465","2006-08-06","Japan",2
"5466","2006-08-06","Mexico",790
"5467","2006-08-06","Netherlands",16
"5468","2006-08-06","New.Zealand",59
"5469","2006-08-06","Norway",8
"5470","2006-08-06","Paraguay",387
"5471","2006-08-06","Peru",268
"5472","2006-08-06","Poland",13
"5473","2006-08-06","Romania",580
"5474","2006-08-06","Russia",140
"5475","2006-08-06","South.Africa",3130
"5476","2006-08-06","Spain",16
"5477","2006-08-06","Sweden",1
"5478","2006-08-06","Switzerland",8
"5479","2006-08-06","Ukraine",207
"5480","2006-08-06","United.States",681
"5481","2006-08-06","Uruguay",194
"5482","2006-08-13","Argentina",228
"5483","2006-08-13","Australia",796
"5484","2006-08-13","Austria",449
"5485","2006-08-13","Belgium",14
"5486","2006-08-13","Bolivia",359
"5487","2006-08-13","Brazil",298
"5488","2006-08-13","Bulgaria",480
"5489","2006-08-13","Canada",774
"5490","2006-08-13","Chile",10
"5491","2006-08-13","France",9
"5492","2006-08-13","Germany",443
"5493","2006-08-13","Hungary",50
"5494","2006-08-13","Japan",2
"5495","2006-08-13","Mexico",713
"5496","2006-08-13","Netherlands",15
"5497","2006-08-13","New.Zealand",60
"5498","2006-08-13","Norway",10
"5499","2006-08-13","Paraguay",379
"5500","2006-08-13","Peru",287
"5501","2006-08-13","Poland",12
"5502","2006-08-13","Romania",605
"5503","2006-08-13","Russia",163
"5504","2006-08-13","South.Africa",3062
"5505","2006-08-13","Spain",16
"5506","2006-08-13","Sweden",1
"5507","2006-08-13","Switzerland",10
"5508","2006-08-13","Ukraine",203
"5509","2006-08-13","United.States",717
"5510","2006-08-13","Uruguay",194
"5511","2006-08-20","Argentina",250
"5512","2006-08-20","Australia",704
"5513","2006-08-20","Austria",517
"5514","2006-08-20","Belgium",16
"5515","2006-08-20","Bolivia",477
"5516","2006-08-20","Brazil",312
"5517","2006-08-20","Bulgaria",471
"5518","2006-08-20","Canada",752
"5519","2006-08-20","Chile",8
"5520","2006-08-20","France",8
"5521","2006-08-20","Germany",502
"5522","2006-08-20","Hungary",49
"5523","2006-08-20","Japan",2
"5524","2006-08-20","Mexico",731
"5525","2006-08-20","Netherlands",16
"5526","2006-08-20","New.Zealand",58
"5527","2006-08-20","Norway",11
"5528","2006-08-20","Paraguay",420
"5529","2006-08-20","Peru",337
"5530","2006-08-20","Poland",12
"5531","2006-08-20","Romania",650
"5532","2006-08-20","Russia",145
"5533","2006-08-20","South.Africa",3002
"5534","2006-08-20","Spain",20
"5535","2006-08-20","Sweden",1
"5536","2006-08-20","Switzerland",10
"5537","2006-08-20","Ukraine",205
"5538","2006-08-20","United.States",741
"5539","2006-08-20","Uruguay",181
"5540","2006-08-27","Argentina",271
"5541","2006-08-27","Australia",749
"5542","2006-08-27","Austria",520
"5543","2006-08-27","Belgium",16
"5544","2006-08-27","Bolivia",425
"5545","2006-08-27","Brazil",281
"5546","2006-08-27","Bulgaria",466
"5547","2006-08-27","Canada",801
"5548","2006-08-27","Chile",6
"5549","2006-08-27","France",8
"5550","2006-08-27","Germany",595
"5551","2006-08-27","Hungary",48
"5552","2006-08-27","Japan",1
"5553","2006-08-27","Mexico",786
"5554","2006-08-27","Netherlands",19
"5555","2006-08-27","New.Zealand",54
"5556","2006-08-27","Norway",12
"5557","2006-08-27","Paraguay",486
"5558","2006-08-27","Peru",338
"5559","2006-08-27","Poland",11
"5560","2006-08-27","Romania",627
"5561","2006-08-27","Russia",171
"5562","2006-08-27","South.Africa",2950
"5563","2006-08-27","Spain",21
"5564","2006-08-27","Sweden",1
"5565","2006-08-27","Switzerland",12
"5566","2006-08-27","Ukraine",212
"5567","2006-08-27","United.States",760
"5568","2006-08-27","Uruguay",175
"5569","2006-09-03","Argentina",234
"5570","2006-09-03","Australia",570
"5571","2006-09-03","Austria",505
"5572","2006-09-03","Belgium",21
"5573","2006-09-03","Bolivia",346
"5574","2006-09-03","Brazil",271
"5575","2006-09-03","Bulgaria",447
"5576","2006-09-03","Canada",931
"5577","2006-09-03","Chile",6
"5578","2006-09-03","France",9
"5579","2006-09-03","Germany",615
"5580","2006-09-03","Hungary",47
"5581","2006-09-03","Japan",1
"5582","2006-09-03","Mexico",856
"5583","2006-09-03","Netherlands",21
"5584","2006-09-03","New.Zealand",52
"5585","2006-09-03","Norway",19
"5586","2006-09-03","Paraguay",531
"5587","2006-09-03","Peru",372
"5588","2006-09-03","Poland",10
"5589","2006-09-03","Romania",613
"5590","2006-09-03","Russia",190
"5591","2006-09-03","South.Africa",2798
"5592","2006-09-03","Spain",13
"5593","2006-09-03","Sweden",2
"5594","2006-09-03","Switzerland",16
"5595","2006-09-03","Ukraine",222
"5596","2006-09-03","United.States",861
"5597","2006-09-03","Uruguay",178
"5598","2006-09-10","Argentina",234
"5599","2006-09-10","Australia",507
"5600","2006-09-10","Austria",481
"5601","2006-09-10","Belgium",33
"5602","2006-09-10","Bolivia",342
"5603","2006-09-10","Brazil",300
"5604","2006-09-10","Bulgaria",502
"5605","2006-09-10","Canada",1118
"5606","2006-09-10","Chile",7
"5607","2006-09-10","France",12
"5608","2006-09-10","Germany",644
"5609","2006-09-10","Hungary",43
"5610","2006-09-10","Japan",2
"5611","2006-09-10","Mexico",909
"5612","2006-09-10","Netherlands",28
"5613","2006-09-10","New.Zealand",44
"5614","2006-09-10","Norway",23
"5615","2006-09-10","Paraguay",596
"5616","2006-09-10","Peru",364
"5617","2006-09-10","Poland",12
"5618","2006-09-10","Romania",639
"5619","2006-09-10","Russia",243
"5620","2006-09-10","South.Africa",3332
"5621","2006-09-10","Spain",16
"5622","2006-09-10","Sweden",2
"5623","2006-09-10","Switzerland",18
"5624","2006-09-10","Ukraine",251
"5625","2006-09-10","United.States",965
"5626","2006-09-10","Uruguay",180
"5627","2006-09-17","Argentina",232
"5628","2006-09-17","Australia",457
"5629","2006-09-17","Austria",607
"5630","2006-09-17","Belgium",41
"5631","2006-09-17","Bolivia",350
"5632","2006-09-17","Brazil",267
"5633","2006-09-17","Bulgaria",524
"5634","2006-09-17","Canada",1427
"5635","2006-09-17","Chile",6
"5636","2006-09-17","France",16
"5637","2006-09-17","Germany",675
"5638","2006-09-17","Hungary",44
"5639","2006-09-17","Japan",3
"5640","2006-09-17","Mexico",994
"5641","2006-09-17","Netherlands",28
"5642","2006-09-17","New.Zealand",35
"5643","2006-09-17","Norway",28
"5644","2006-09-17","Paraguay",566
"5645","2006-09-17","Peru",370
"5646","2006-09-17","Poland",22
"5647","2006-09-17","Romania",660
"5648","2006-09-17","Russia",320
"5649","2006-09-17","South.Africa",3072
"5650","2006-09-17","Spain",26
"5651","2006-09-17","Sweden",2
"5652","2006-09-17","Switzerland",15
"5653","2006-09-17","Ukraine",278
"5654","2006-09-17","United.States",1101
"5655","2006-09-17","Uruguay",197
"5656","2006-09-24","Argentina",227
"5657","2006-09-24","Australia",356
"5658","2006-09-24","Austria",647
"5659","2006-09-24","Belgium",31
"5660","2006-09-24","Bolivia",393
"5661","2006-09-24","Brazil",245
"5662","2006-09-24","Bulgaria",580
"5663","2006-09-24","Canada",1627
"5664","2006-09-24","Chile",5
"5665","2006-09-24","France",23
"5666","2006-09-24","Germany",677
"5667","2006-09-24","Hungary",48
"5668","2006-09-24","Japan",3
"5669","2006-09-24","Mexico",970
"5670","2006-09-24","Netherlands",23
"5671","2006-09-24","New.Zealand",37
"5672","2006-09-24","Norway",24
"5673","2006-09-24","Paraguay",469
"5674","2006-09-24","Peru",337
"5675","2006-09-24","Poland",44
"5676","2006-09-24","Romania",709
"5677","2006-09-24","Russia",349
"5678","2006-09-24","South.Africa",2687
"5679","2006-09-24","Spain",33
"5680","2006-09-24","Sweden",2
"5681","2006-09-24","Switzerland",13
"5682","2006-09-24","Ukraine",321
"5683","2006-09-24","United.States",1133
"5684","2006-09-24","Uruguay",173
"5685","2006-10-01","Argentina",200
"5686","2006-10-01","Australia",274
"5687","2006-10-01","Austria",667
"5688","2006-10-01","Belgium",36
"5689","2006-10-01","Bolivia",410
"5690","2006-10-01","Brazil",228
"5691","2006-10-01","Bulgaria",670
"5692","2006-10-01","Canada",1770
"5693","2006-10-01","Chile",4
"5694","2006-10-01","France",31
"5695","2006-10-01","Germany",729
"5696","2006-10-01","Hungary",46
"5697","2006-10-01","Japan",4
"5698","2006-10-01","Mexico",988
"5699","2006-10-01","Netherlands",22
"5700","2006-10-01","New.Zealand",21
"5701","2006-10-01","Norway",26
"5702","2006-10-01","Paraguay",400
"5703","2006-10-01","Peru",359
"5704","2006-10-01","Poland",49
"5705","2006-10-01","Romania",709
"5706","2006-10-01","Russia",341
"5707","2006-10-01","South.Africa",2390
"5708","2006-10-01","Spain",32
"5709","2006-10-01","Sweden",2
"5710","2006-10-01","Switzerland",15
"5711","2006-10-01","Ukraine",343
"5712","2006-10-01","United.States",1178
"5713","2006-10-01","Uruguay",157
"5714","2006-10-08","Argentina",191
"5715","2006-10-08","Australia",281
"5716","2006-10-08","Austria",684
"5717","2006-10-08","Belgium",58
"5718","2006-10-08","Bolivia",405
"5719","2006-10-08","Brazil",226
"5720","2006-10-08","Bulgaria",757
"5721","2006-10-08","Canada",1758
"5722","2006-10-08","Chile",4
"5723","2006-10-08","France",35
"5724","2006-10-08","Germany",855
"5725","2006-10-08","Hungary",45
"5726","2006-10-08","Japan",4
"5727","2006-10-08","Mexico",1158
"5728","2006-10-08","Netherlands",24
"5729","2006-10-08","New.Zealand",13
"5730","2006-10-08","Norway",24
"5731","2006-10-08","Paraguay",363
"5732","2006-10-08","Peru",326
"5733","2006-10-08","Poland",52
"5734","2006-10-08","Romania",735
"5735","2006-10-08","Russia",343
"5736","2006-10-08","South.Africa",2650
"5737","2006-10-08","Spain",42
"5738","2006-10-08","Sweden",2
"5739","2006-10-08","Switzerland",19
"5740","2006-10-08","Ukraine",350
"5741","2006-10-08","United.States",1230
"5742","2006-10-08","Uruguay",152
"5743","2006-10-15","Argentina",182
"5744","2006-10-15","Australia",253
"5745","2006-10-15","Austria",802
"5746","2006-10-15","Belgium",65
"5747","2006-10-15","Bolivia",391
"5748","2006-10-15","Brazil",250
"5749","2006-10-15","Bulgaria",751
"5750","2006-10-15","Canada",1864
"5751","2006-10-15","Chile",5
"5752","2006-10-15","France",48
"5753","2006-10-15","Germany",975
"5754","2006-10-15","Hungary",47
"5755","2006-10-15","Japan",6
"5756","2006-10-15","Mexico",1181
"5757","2006-10-15","Netherlands",25
"5758","2006-10-15","New.Zealand",12
"5759","2006-10-15","Norway",25
"5760","2006-10-15","Paraguay",330
"5761","2006-10-15","Peru",338
"5762","2006-10-15","Poland",61
"5763","2006-10-15","Romania",869
"5764","2006-10-15","Russia",358
"5765","2006-10-15","South.Africa",2596
"5766","2006-10-15","Spain",48
"5767","2006-10-15","Sweden",2
"5768","2006-10-15","Switzerland",19
"5769","2006-10-15","Ukraine",379
"5770","2006-10-15","United.States",1297
"5771","2006-10-15","Uruguay",141
"5772","2006-10-22","Argentina",167
"5773","2006-10-22","Australia",219
"5774","2006-10-22","Austria",656
"5775","2006-10-22","Belgium",63
"5776","2006-10-22","Bolivia",419
"5777","2006-10-22","Brazil",260
"5778","2006-10-22","Bulgaria",897
"5779","2006-10-22","Canada",2003
"5780","2006-10-22","Chile",4
"5781","2006-10-22","France",40
"5782","2006-10-22","Germany",883
"5783","2006-10-22","Hungary",48
"5784","2006-10-22","Japan",9
"5785","2006-10-22","Mexico",1163
"5786","2006-10-22","Netherlands",23
"5787","2006-10-22","New.Zealand",14
"5788","2006-10-22","Norway",26
"5789","2006-10-22","Paraguay",305
"5790","2006-10-22","Peru",300
"5791","2006-10-22","Poland",76
"5792","2006-10-22","Romania",851
"5793","2006-10-22","Russia",410
"5794","2006-10-22","South.Africa",2298
"5795","2006-10-22","Spain",35
"5796","2006-10-22","Sweden",2
"5797","2006-10-22","Switzerland",19
"5798","2006-10-22","Ukraine",443
"5799","2006-10-22","United.States",1445
"5800","2006-10-22","Uruguay",135
"5801","2006-10-29","Argentina",174
"5802","2006-10-29","Australia",222
"5803","2006-10-29","Austria",646
"5804","2006-10-29","Belgium",47
"5805","2006-10-29","Bolivia",431
"5806","2006-10-29","Brazil",247
"5807","2006-10-29","Bulgaria",1073
"5808","2006-10-29","Canada",2048
"5809","2006-10-29","Chile",4
"5810","2006-10-29","France",39
"5811","2006-10-29","Germany",918
"5812","2006-10-29","Hungary",57
"5813","2006-10-29","Japan",13
"5814","2006-10-29","Mexico",1171
"5815","2006-10-29","Netherlands",24
"5816","2006-10-29","New.Zealand",21
"5817","2006-10-29","Norway",25
"5818","2006-10-29","Paraguay",285
"5819","2006-10-29","Peru",284
"5820","2006-10-29","Poland",70
"5821","2006-10-29","Romania",726
"5822","2006-10-29","Russia",379
"5823","2006-10-29","South.Africa",1857
"5824","2006-10-29","Spain",33
"5825","2006-10-29","Sweden",2
"5826","2006-10-29","Switzerland",23
"5827","2006-10-29","Ukraine",476
"5828","2006-10-29","United.States",1577
"5829","2006-10-29","Uruguay",129
"5830","2006-11-05","Argentina",160
"5831","2006-11-05","Australia",184
"5832","2006-11-05","Austria",781
"5833","2006-11-05","Belgium",65
"5834","2006-11-05","Bolivia",417
"5835","2006-11-05","Brazil",264
"5836","2006-11-05","Bulgaria",1010
"5837","2006-11-05","Canada",2088
"5838","2006-11-05","Chile",4
"5839","2006-11-05","France",43
"5840","2006-11-05","Germany",1044
"5841","2006-11-05","Hungary",54
"5842","2006-11-05","Japan",20
"5843","2006-11-05","Mexico",1319
"5844","2006-11-05","Netherlands",25
"5845","2006-11-05","New.Zealand",13
"5846","2006-11-05","Norway",23
"5847","2006-11-05","Paraguay",277
"5848","2006-11-05","Peru",282
"5849","2006-11-05","Poland",57
"5850","2006-11-05","Romania",786
"5851","2006-11-05","Russia",340
"5852","2006-11-05","South.Africa",2125
"5853","2006-11-05","Spain",36
"5854","2006-11-05","Sweden",2
"5855","2006-11-05","Switzerland",25
"5856","2006-11-05","Ukraine",525
"5857","2006-11-05","United.States",1636
"5858","2006-11-05","Uruguay",120
"5859","2006-11-12","Argentina",180
"5860","2006-11-12","Australia",211
"5861","2006-11-12","Austria",749
"5862","2006-11-12","Belgium",72
"5863","2006-11-12","Bolivia",367
"5864","2006-11-12","Brazil",257
"5865","2006-11-12","Bulgaria",944
"5866","2006-11-12","Canada",2228
"5867","2006-11-12","Chile",5
"5868","2006-11-12","France",41
"5869","2006-11-12","Germany",1044
"5870","2006-11-12","Hungary",56
"5871","2006-11-12","Japan",29
"5872","2006-11-12","Mexico",1372
"5873","2006-11-12","Netherlands",26
"5874","2006-11-12","New.Zealand",11
"5875","2006-11-12","Norway",23
"5876","2006-11-12","Paraguay",259
"5877","2006-11-12","Peru",287
"5878","2006-11-12","Poland",50
"5879","2006-11-12","Romania",827
"5880","2006-11-12","Russia",305
"5881","2006-11-12","South.Africa",2256
"5882","2006-11-12","Spain",38
"5883","2006-11-12","Sweden",3
"5884","2006-11-12","Switzerland",21
"5885","2006-11-12","Ukraine",497
"5886","2006-11-12","United.States",1758
"5887","2006-11-12","Uruguay",110
"5888","2006-11-19","Argentina",165
"5889","2006-11-19","Australia",178
"5890","2006-11-19","Austria",845
"5891","2006-11-19","Belgium",96
"5892","2006-11-19","Bolivia",389
"5893","2006-11-19","Brazil",251
"5894","2006-11-19","Bulgaria",857
"5895","2006-11-19","Canada",2334
"5896","2006-11-19","Chile",3
"5897","2006-11-19","France",56
"5898","2006-11-19","Germany",1037
"5899","2006-11-19","Hungary",54
"5900","2006-11-19","Japan",37
"5901","2006-11-19","Mexico",1409
"5902","2006-11-19","Netherlands",25
"5903","2006-11-19","New.Zealand",15
"5904","2006-11-19","Norway",23
"5905","2006-11-19","Paraguay",263
"5906","2006-11-19","Peru",298
"5907","2006-11-19","Poland",47
"5908","2006-11-19","Romania",850
"5909","2006-11-19","Russia",319
"5910","2006-11-19","South.Africa",2019
"5911","2006-11-19","Spain",39
"5912","2006-11-19","Sweden",3
"5913","2006-11-19","Switzerland",32
"5914","2006-11-19","Ukraine",465
"5915","2006-11-19","United.States",1595
"5916","2006-11-19","Uruguay",126
"5917","2006-11-26","Argentina",141
"5918","2006-11-26","Australia",130
"5919","2006-11-26","Austria",785
"5920","2006-11-26","Belgium",84
"5921","2006-11-26","Bolivia",361
"5922","2006-11-26","Brazil",221
"5923","2006-11-26","Bulgaria",944
"5924","2006-11-26","Canada",2418
"5925","2006-11-26","Chile",4
"5926","2006-11-26","France",63
"5927","2006-11-26","Germany",985
"5928","2006-11-26","Hungary",65
"5929","2006-11-26","Japan",41
"5930","2006-11-26","Mexico",1464
"5931","2006-11-26","Netherlands",27
"5932","2006-11-26","New.Zealand",11
"5933","2006-11-26","Norway",24
"5934","2006-11-26","Paraguay",242
"5935","2006-11-26","Peru",301
"5936","2006-11-26","Poland",46
"5937","2006-11-26","Romania",873
"5938","2006-11-26","Russia",339
"5939","2006-11-26","South.Africa",2376
"5940","2006-11-26","Spain",35
"5941","2006-11-26","Sweden",2
"5942","2006-11-26","Switzerland",31
"5943","2006-11-26","Ukraine",464
"5944","2006-11-26","United.States",1889
"5945","2006-11-26","Uruguay",126
"5946","2006-12-03","Argentina",109
"5947","2006-12-03","Australia",128
"5948","2006-12-03","Austria",693
"5949","2006-12-03","Belgium",83
"5950","2006-12-03","Bolivia",332
"5951","2006-12-03","Brazil",184
"5952","2006-12-03","Bulgaria",1019
"5953","2006-12-03","Canada",2520
"5954","2006-12-03","Chile",3
"5955","2006-12-03","France",72
"5956","2006-12-03","Germany",1006
"5957","2006-12-03","Hungary",62
"5958","2006-12-03","Japan",41
"5959","2006-12-03","Mexico",1615
"5960","2006-12-03","Netherlands",28
"5961","2006-12-03","New.Zealand",9
"5962","2006-12-03","Norway",22
"5963","2006-12-03","Paraguay",234
"5964","2006-12-03","Peru",258
"5965","2006-12-03","Poland",46
"5966","2006-12-03","Romania",920
"5967","2006-12-03","Russia",320
"5968","2006-12-03","South.Africa",2141
"5969","2006-12-03","Spain",34
"5970","2006-12-03","Sweden",2
"5971","2006-12-03","Switzerland",27
"5972","2006-12-03","Ukraine",443
"5973","2006-12-03","United.States",1886
"5974","2006-12-03","Uruguay",111
"5975","2006-12-10","Argentina",109
"5976","2006-12-10","Australia",113
"5977","2006-12-10","Austria",803
"5978","2006-12-10","Belgium",83
"5979","2006-12-10","Bolivia",312
"5980","2006-12-10","Brazil",167
"5981","2006-12-10","Bulgaria",1090
"5982","2006-12-10","Canada",2717
"5983","2006-12-10","Chile",2
"5984","2006-12-10","France",85
"5985","2006-12-10","Germany",1046
"5986","2006-12-10","Hungary",63
"5987","2006-12-10","Japan",37
"5988","2006-12-10","Mexico",1725
"5989","2006-12-10","Netherlands",30
"5990","2006-12-10","New.Zealand",6
"5991","2006-12-10","Norway",25
"5992","2006-12-10","Paraguay",214
"5993","2006-12-10","Peru",227
"5994","2006-12-10","Poland",45
"5995","2006-12-10","Romania",962
"5996","2006-12-10","Russia",342
"5997","2006-12-10","South.Africa",1928
"5998","2006-12-10","Spain",50
"5999","2006-12-10","Sweden",3
"6000","2006-12-10","Switzerland",26
"6001","2006-12-10","Ukraine",421
"6002","2006-12-10","United.States",2079
"6003","2006-12-10","Uruguay",110
"6004","2006-12-17","Argentina",93
"6005","2006-12-17","Australia",121
"6006","2006-12-17","Austria",791
"6007","2006-12-17","Belgium",85
"6008","2006-12-17","Bolivia",267
"6009","2006-12-17","Brazil",151
"6010","2006-12-17","Bulgaria",1251
"6011","2006-12-17","Canada",3008
"6012","2006-12-17","Chile",2
"6013","2006-12-17","France",120
"6014","2006-12-17","Germany",1036
"6015","2006-12-17","Hungary",64
"6016","2006-12-17","Japan",30
"6017","2006-12-17","Mexico",1654
"6018","2006-12-17","Netherlands",27
"6019","2006-12-17","New.Zealand",7
"6020","2006-12-17","Norway",22
"6021","2006-12-17","Paraguay",202
"6022","2006-12-17","Peru",192
"6023","2006-12-17","Poland",42
"6024","2006-12-17","Romania",1085
"6025","2006-12-17","Russia",338
"6026","2006-12-17","South.Africa",1626
"6027","2006-12-17","Spain",32
"6028","2006-12-17","Sweden",2
"6029","2006-12-17","Switzerland",27
"6030","2006-12-17","Ukraine",418
"6031","2006-12-17","United.States",2305
"6032","2006-12-17","Uruguay",96
"6033","2006-12-24","Argentina",87
"6034","2006-12-24","Australia",165
"6035","2006-12-24","Austria",793
"6036","2006-12-24","Belgium",109
"6037","2006-12-24","Bolivia",235
"6038","2006-12-24","Brazil",156
"6039","2006-12-24","Bulgaria",1318
"6040","2006-12-24","Canada",3302
"6041","2006-12-24","Chile",3
"6042","2006-12-24","France",198
"6043","2006-12-24","Germany",1022
"6044","2006-12-24","Hungary",76
"6045","2006-12-24","Japan",26
"6046","2006-12-24","Mexico",1740
"6047","2006-12-24","Netherlands",27
"6048","2006-12-24","New.Zealand",15
"6049","2006-12-24","Norway",21
"6050","2006-12-24","Paraguay",197
"6051","2006-12-24","Peru",177
"6052","2006-12-24","Poland",36
"6053","2006-12-24","Romania",1256
"6054","2006-12-24","Russia",330
"6055","2006-12-24","South.Africa",1786
"6056","2006-12-24","Spain",64
"6057","2006-12-24","Sweden",2
"6058","2006-12-24","Switzerland",32
"6059","2006-12-24","Ukraine",427
"6060","2006-12-24","United.States",2547
"6061","2006-12-24","Uruguay",88
"6062","2006-12-31","Argentina",80
"6063","2006-12-31","Australia",136
"6064","2006-12-31","Austria",858
"6065","2006-12-31","Belgium",96
"6066","2006-12-31","Bolivia",208
"6067","2006-12-31","Brazil",158
"6068","2006-12-31","Bulgaria",1291
"6069","2006-12-31","Canada",3722
"6070","2006-12-31","Chile",3
"6071","2006-12-31","France",209
"6072","2006-12-31","Germany",1106
"6073","2006-12-31","Hungary",108
"6074","2006-12-31","Japan",26
